absence_id,employee_id,employee_name,role,type,start_date,end_date,days_count,reason,status,manager_decision,decision_reason,coverage_impact,compliance_ok,processing_time_hours
82ae2c60-a1c6-455c-ba68-e463a73aee14,EMP91325,Jean Delacroix,préparateur,congé_payé,2024-11-27,2024-12-05,8,Maternité,approved,refused,Conflit avec autre absence,high,False,23
95a57487-d9ab-411b-a9b0-e9f4268d4777,EMP22852,Laurent Poirier,pharmacien_adjoint,RTT,2024-05-07,2024-05-18,11,Maladie,approved,refused,Accord manager,low,True,17
d7622411-b7bc-4a5a-9d06-88ff74ed2e7a,EMP76360,Cécile Renaud,pharmacien_titulaire,maternité,2024-08-09,2024-08-10,1,Raison personnelle,pending,,,low,False,23
602d1cab-1fe0-4582-b9f1-f535399d04b3,EMP75210,Sophie Roux,employé_rayon,formation,2024-07-28,2024-08-12,15,Raison personnelle,approved,approved,Couverture disponible,medium,False,42
4826cfc5-6b60-4ed0-9f1a-67d7d66e77e3,EMP19622,Laurent Chevalier,pharmacien_adjoint,formation,2024-08-14,2024-08-29,15,Maladie,approved,refused,Couverture disponible,medium,True,47
4110e5f0-815b-4304-b564-a5148a53f343,EMP99430,Nathalie Arnould,employé_rayon,congé_payé,2024-11-24,2024-11-25,1,Événement familial,refused,approved,Accord manager,medium,True,10
2d7a866b-9c97-4889-9f22-528b8a12a44d,EMP69324,Valérie Gaillard,préparateur,événement_familial,2024-10-10,2024-10-15,5,Maternité,approved,refused,Accord manager,high,False,8
a41d628f-7bc5-49f3-b918-3476df4141bc,EMP28870,Cécile Girard,employé_rayon,congé_payé,2024-05-15,2024-05-26,11,Événement familial,refused,refused,Justificatif requis,high,True,17
e99fdb37-fe6a-400f-810e-859e99ed0a83,EMP95747,Bernard Gaillard,pharmacien_titulaire,congé_payé,2024-10-13,2024-10-21,8,Maternité,pending,,,medium,False,21
17b9fd98-48ac-433d-8310-245c3e811cec,EMP36050,Sophie Fournier,pharmacien_titulaire,maternité,2024-01-04,2024-01-18,14,Maternité,approved,refused,Raison médicale insuffisante,medium,False,47
c9b3e47d-ace3-4d72-918e-80121da192a6,EMP14020,Anne Arnould,préparateur,maladie,2024-10-13,2024-10-24,11,Congé maladie,refused,approved,Accord manager,medium,True,30
0c6da8fb-6ff4-4d2a-be07-a2f6596f2b0d,EMP69057,Valérie Michel,employé_rayon,événement_familial,2024-03-10,2024-03-12,2,Événement familial,approved,approved,Couverture disponible,medium,False,5
fa0709d2-caef-4d1b-ad5a-78c8284e7f58,EMP95894,Thérèse Delorme,pharmacien_titulaire,formation,2024-12-16,2024-12-29,13,Raison personnelle,refused,refused,Raison médicale insuffisante,medium,True,7
de39beff-5a23-4a07-975a-aaa6679df472,EMP52916,Martine Gérard,préparateur,congé_payé,2024-11-15,2024-11-20,5,Besoin de repos,pending,,,high,False,12
3d726b13-7751-4412-a3b2-b7a38ba55f16,EMP97846,Jean Gaillard,pharmacien_titulaire,RTT,2024-10-09,2024-10-20,11,Formation professionnelle,refused,approved,Accord manager,medium,False,9
6a5f84ef-2805-45a0-9997-2de201005317,EMP57775,Olivier Fabre,préparateur,événement_familial,2024-10-21,2024-10-28,7,Événement familial,approved,approved,Conflit avec autre absence,low,True,16
25e2b2b8-8d28-4d5e-9b0b-f2ec7a63e86d,EMP40282,René Arnould,pharmacien_titulaire,congé_payé,2024-07-09,2024-07-23,14,Maternité,refused,refused,Accord manager,high,True,8
793fb5f8-0b70-4389-9f74-5b3e97ad9682,EMP72153,Georges Bernier,préparateur,événement_familial,2024-04-18,2024-04-28,10,Maladie,refused,approved,Conflit avec autre absence,high,True,13
674fb794-763a-45c5-b556-3f82480744d1,EMP88262,Marc Dupont,préparateur,formation,2024-10-02,2024-10-05,3,Raison personnelle,pending,,,low,False,10
fb2be67d-22c3-4cb8-be42-39c0be412030,EMP20067,Florence Rousseau,pharmacien_titulaire,maternité,2024-08-17,2024-08-22,5,Maladie,approved,refused,Conflit avec autre absence,medium,False,25
bb29fdc9-507d-428a-b7fe-04fa28c1b098,EMP57938,Paul Bernier,préparateur,maternité,2024-05-17,2024-05-18,1,Événement familial,approved,refused,Raison médicale insuffisante,high,False,16
5b545018-ae9d-42a2-96f3-454be4a4977d,EMP89032,Philippe Leroy,préparateur,congé_payé,2024-09-29,2024-10-08,9,Formation professionnelle,approved,approved,Justificatif requis,high,False,4
c245b233-ede5-4195-9924-f167bb698c49,EMP68457,Christine Martin,stagiaire,formation,2024-07-10,2024-07-25,15,Besoin de repos,approved,approved,Couverture disponible,high,False,10
6b02df98-92b2-45bc-ac2b-e860ea2a7b49,EMP14604,Sophie Poirier,employé_rayon,congé_payé,2024-11-27,2024-12-01,4,Formation professionnelle,refused,refused,Accord manager,high,True,4
db368642-1ebb-427a-b851-b3e00b04886f,EMP89395,Irène Poulain,préparateur,événement_familial,2024-09-26,2024-09-28,2,Maternité,approved,approved,Couverture disponible,high,False,48
81db5f28-609f-48c9-8130-ba649999d1b2,EMP54855,Jean Gaillard,préparateur,congé_payé,2024-06-02,2024-06-08,6,Raison personnelle,pending,,,low,False,38
f32dd80c-2820-4afc-aaf1-1e1707e64607,EMP89869,Anne Lefevre,employé_rayon,congé_payé,2024-02-19,2024-02-26,7,Événement familial,approved,approved,Justificatif requis,medium,False,35
87c3f13c-e69a-4a05-b550-cf66f625f9ef,EMP27231,Jacques Leclerc,préparateur,maladie,2024-04-20,2024-04-22,2,Congé maladie,approved,refused,Raison médicale insuffisante,low,False,11
c7314ec5-ee64-458a-97c2-9bb8f833e410,EMP85839,Thérèse Fabre,employé_rayon,événement_familial,2024-09-05,2024-09-12,7,Raison personnelle,pending,,,low,False,22
ee87c692-e517-484d-87c9-451324876a62,EMP27518,Laurent Renaud,pharmacien_adjoint,maternité,2024-11-24,2024-12-09,15,Raison personnelle,refused,refused,Couverture disponible,medium,True,44
c29af9ee-247f-4514-999a-34974aff2309,EMP91623,Joseph Andre,pharmacien_titulaire,formation,2024-04-16,2024-05-01,15,Raison personnelle,approved,refused,Justificatif requis,high,True,30
7d346eb5-7831-446c-996f-ae8dc83bf7d7,EMP64556,Marie Delorme,pharmacien_adjoint,formation,2024-12-25,2025-01-06,12,Besoin de repos,pending,,,medium,True,32
8f20b1bf-dbf4-4e02-8de5-e21f65256a6e,EMP59767,Pascale Delorme,pharmacien_adjoint,congé_payé,2024-07-21,2024-07-27,6,Maternité,refused,refused,Justificatif requis,high,False,26
1c112e19-d76b-4aca-a22f-a8bf21145679,EMP43236,Sophie Bernier,pharmacien_titulaire,maladie,2024-10-20,2024-10-23,3,Congé maladie,refused,refused,Conflit avec autre absence,low,False,22
573dc537-e5f2-4065-929b-735ce16d087c,EMP62782,Christian Laurent,préparateur,maladie,2024-03-31,2024-04-15,15,Congé maladie,refused,refused,Couverture disponible,medium,False,7
3bc5fae0-1d35-4aff-8a80-356e679e7111,EMP66285,Joseph Fontaine,pharmacien_adjoint,formation,2024-06-27,2024-07-10,13,Besoin de repos,approved,approved,Justificatif requis,medium,False,18
e71b98a8-218b-49cd-a38d-629a4a017d05,EMP75704,Paul Leclerc,pharmacien_adjoint,événement_familial,2024-08-21,2024-08-25,4,Besoin de repos,approved,refused,Justificatif requis,medium,False,33
ca4a7f87-2a84-4eec-9af4-859e44179fe5,EMP33394,Philippe Lefevre,préparateur,congé_payé,2024-07-27,2024-08-04,8,Maternité,approved,refused,Accord manager,medium,True,33
81213d16-a505-4103-8b22-432c20522bdb,EMP94416,Nathalie Martin,pharmacien_adjoint,maladie,2024-10-09,2024-10-11,2,Congé maladie,pending,,,medium,True,28
8310de1e-0f21-4794-b5dd-e852cfa4f9b1,EMP52774,Jean-Paul Dupont,préparateur,formation,2024-05-14,2024-05-21,7,Formation professionnelle,approved,approved,Accord manager,high,False,14
3bd5dcbb-d8cf-43fe-95e8-a4d6c21b4a83,EMP88262,Marc Dupont,préparateur,congé_payé,2024-07-24,2024-07-26,2,Événement familial,approved,approved,Raison médicale insuffisante,medium,True,44
0c360913-53cf-4667-87ab-d651271308aa,EMP69699,Alain Renaud,préparateur,RTT,2024-12-23,2025-01-07,15,Événement familial,approved,refused,Couverture disponible,high,False,29
5586d571-0ed1-4c67-807e-7e89b07f83b1,EMP10250,Claire Leroy,pharmacien_adjoint,formation,2024-04-18,2024-04-29,11,Maternité,approved,refused,Raison médicale insuffisante,high,True,41
5d88399e-fd38-4a8f-9826-ad73564cbc5f,EMP15555,René Chevalier,préparateur,congé_payé,2024-08-12,2024-08-19,7,Événement familial,approved,refused,Conflit avec autre absence,medium,True,38
38bbe458-7102-4d44-9453-23ea2e4d913c,EMP84188,Thierry Fabre,pharmacien_adjoint,maladie,2024-02-05,2024-02-15,10,Congé maladie,approved,approved,Conflit avec autre absence,medium,False,5
d5d170b2-a423-43a5-965c-9f63259323df,EMP70018,Pierre Rousseau,préparateur,maladie,2024-07-07,2024-07-22,15,Congé maladie,approved,approved,Conflit avec autre absence,medium,True,39
ee41ecc1-f295-4ff9-95ca-3c8a65f7459d,EMP69124,Claire Renaud,pharmacien_adjoint,congé_payé,2024-01-05,2024-01-11,6,Maternité,approved,approved,Accord manager,high,True,43
b9ec2a2e-7da9-435d-849e-5b132facf935,EMP94339,Michel Poulain,préparateur,maternité,2024-07-30,2024-08-06,7,Événement familial,approved,refused,Accord manager,high,False,45
2cd2e42a-f846-4a03-aa72-c0fc76f4d847,EMP89161,Nathalie Fabre,préparateur,maternité,2024-09-08,2024-09-14,6,Raison personnelle,approved,refused,Justificatif requis,medium,True,1
162078bc-9932-427e-8cae-de4349c7556c,EMP68457,Christine Martin,stagiaire,RTT,2024-01-19,2024-02-03,15,Événement familial,approved,approved,Conflit avec autre absence,low,False,32
abf44757-f74d-443e-be92-07d2816a339b,EMP79692,Christian Delorme,pharmacien_adjoint,congé_payé,2024-10-29,2024-11-11,13,Raison personnelle,approved,refused,Raison médicale insuffisante,medium,False,44
d9837f04-c818-4f44-a1e5-94e3eec7687e,EMP12257,Luc Laurent,pharmacien_titulaire,maternité,2024-05-28,2024-05-29,1,Maladie,pending,,,high,True,8
1ab559d0-d80e-469a-b1c4-302de049f1b1,EMP10139,Jacques Blanc,préparateur,maladie,2024-10-10,2024-10-24,14,Congé maladie,approved,approved,Couverture disponible,medium,False,18
b98c4c76-d949-455a-a370-12839c5b71df,EMP25298,Philippe Fontaine,préparateur,formation,2024-07-01,2024-07-12,11,Raison personnelle,refused,refused,Conflit avec autre absence,low,True,48
cc1276c9-5fff-4ef9-9f76-5e7c1a0f1f0a,EMP74002,Sophie Dubois,préparateur,maternité,2024-03-02,2024-03-09,7,Besoin de repos,approved,approved,Couverture disponible,low,True,25
2e068190-4d2c-4e89-af47-403532ab610d,EMP47016,Christian Leclerc,pharmacien_adjoint,maternité,2024-10-25,2024-10-28,3,Formation professionnelle,approved,approved,Raison médicale insuffisante,medium,False,44
23a085d4-2da1-4ac5-a3ba-b086045880a1,EMP77892,Laurent Michel,pharmacien_titulaire,événement_familial,2024-01-14,2024-01-22,8,Raison personnelle,approved,refused,Accord manager,high,True,45
8e379513-a11e-488b-9000-29ae781d8611,EMP54365,Valérie Girard,préparateur,maladie,2024-07-01,2024-07-13,12,Congé maladie,approved,refused,Conflit avec autre absence,medium,False,41
afcea130-19de-4097-879b-e0c7d1c3ebde,EMP89511,Georges Rousseau,pharmacien_adjoint,événement_familial,2024-06-17,2024-06-23,6,Raison personnelle,refused,refused,Conflit avec autre absence,medium,True,34
b7ba7284-b7e2-4976-ae96-0e103f5f0b83,EMP90904,André Leclerc,préparateur,événement_familial,2024-04-10,2024-04-18,8,Raison personnelle,approved,refused,Conflit avec autre absence,medium,False,32
af21b99d-f074-4b16-b1c4-6d177852bfa7,EMP86791,Françoise Renaud,préparateur,congé_payé,2024-03-03,2024-03-06,3,Besoin de repos,approved,approved,Accord manager,medium,True,21
ba2358bc-a45d-4b23-a30b-66a07577f0e8,EMP70877,Jacques Rousseau,préparateur,maternité,2024-12-24,2025-01-06,13,Maternité,approved,approved,Accord manager,high,False,35
33421acb-3d98-4e22-88b9-8a1824814b98,EMP88991,Nathalie Renaud,pharmacien_titulaire,événement_familial,2024-09-11,2024-09-15,4,Raison personnelle,refused,approved,Conflit avec autre absence,low,False,9
2dec7be4-1e1c-4440-89dd-922beebdcd5e,EMP56747,Christian Leroy,employé_rayon,maladie,2024-12-02,2024-12-06,4,Congé maladie,approved,refused,Justificatif requis,medium,False,9
49471655-5ee9-4d30-bff2-75d88c148087,EMP51329,Monique Dubois,employé_rayon,RTT,2024-02-05,2024-02-11,6,Événement familial,refused,refused,Accord manager,low,False,30
bd3f6225-1953-4238-9d00-af3dbe7441bf,EMP10159,Nathalie Fournier,préparateur,événement_familial,2024-09-07,2024-09-21,14,Maternité,refused,refused,Raison médicale insuffisante,high,False,38
0535397b-6957-4449-a1f3-8328a2c9e1a9,EMP41092,Valérie Benoit,pharmacien_titulaire,RTT,2024-03-16,2024-03-21,5,Maladie,refused,approved,Couverture disponible,low,False,42
a2e9e57c-68cf-482e-9c4b-bc610232427f,EMP87140,René Girard,stagiaire,maternité,2024-08-25,2024-09-02,8,Maternité,pending,,,medium,True,34
4b5eb08c-bce4-4ea3-a9a3-7313ba5e105c,EMP87140,René Girard,stagiaire,maladie,2024-10-02,2024-10-16,14,Congé maladie,refused,refused,Couverture disponible,low,True,22
d21560ef-3ae8-4675-9090-dddd1b739a52,EMP71640,Marc Moreau,pharmacien_adjoint,formation,2024-03-02,2024-03-13,11,Maternité,refused,approved,Couverture disponible,high,False,17
745deaf3-d47e-447a-a16c-04df2fa53394,EMP10272,Sophie Michel,pharmacien_adjoint,RTT,2024-08-27,2024-08-28,1,Maternité,refused,refused,Accord manager,medium,False,14
3f3ab6d8-2afb-4f40-b690-15fe0a8a3540,EMP15711,Alain Renaud,pharmacien_adjoint,maladie,2024-08-25,2024-09-03,9,Congé maladie,pending,,,high,False,32
8d481383-449a-4219-b6e1-3efde1ff6f2f,EMP44274,Philippe Morin,employé_rayon,formation,2024-06-16,2024-06-27,11,Formation professionnelle,pending,,,high,True,7
0ee7d033-a3a0-4207-8939-76c36a7eda71,EMP97807,Luc Poulain,stagiaire,événement_familial,2024-01-20,2024-01-26,6,Maladie,refused,approved,Couverture disponible,medium,True,20
0e677482-a612-4f87-82ba-e10cab0b0211,EMP71839,Isabelle Arnould,employé_rayon,congé_payé,2024-05-01,2024-05-15,14,Événement familial,approved,approved,Couverture disponible,medium,False,32
431347e0-8420-4273-a07c-f7bfd172439d,EMP47547,Jacques Dubois,pharmacien_titulaire,RTT,2024-05-06,2024-05-21,15,Maternité,approved,refused,Accord manager,medium,True,27
16d422a2-91e0-426a-a565-da5a890ea010,EMP16363,Pierre Maillard,pharmacien_titulaire,maladie,2024-05-03,2024-05-17,14,Congé maladie,approved,approved,Justificatif requis,high,False,26
3df5bcb1-68a0-4e93-913f-a3658ba01b90,EMP48246,Laurent Lefevre,pharmacien_adjoint,congé_payé,2024-06-22,2024-07-06,14,Maladie,approved,approved,Accord manager,low,True,33
4cc3b829-d524-4e63-891d-06f5120f8453,EMP16097,Pierre Poulain,employé_rayon,maternité,2024-10-29,2024-11-01,3,Événement familial,approved,approved,Conflit avec autre absence,high,False,8
1f5fcf50-28d4-4f96-8ecf-c69d10a8f716,EMP94416,Nathalie Martin,pharmacien_adjoint,congé_payé,2024-11-18,2024-12-02,14,Maladie,approved,refused,Conflit avec autre absence,medium,True,45
bce5a972-7ed4-40ea-ac22-eed8fb25d26a,EMP51138,Joseph Blanc,préparateur,formation,2024-09-24,2024-10-01,7,Maladie,approved,approved,Accord manager,low,False,39
56bcbb9f-cf79-45eb-a57d-b8b7aa2e7722,EMP41789,Laurent Girard,pharmacien_titulaire,événement_familial,2024-01-24,2024-01-25,1,Événement familial,approved,approved,Couverture disponible,medium,False,5
1da70e32-d754-4140-a455-3e5992174b4f,EMP33933,Bernard Dupont,pharmacien_titulaire,RTT,2024-06-09,2024-06-14,5,Maternité,refused,approved,Raison médicale insuffisante,low,True,29
62666ce9-6e9d-41df-a802-8e1fd3419e17,EMP88991,Nathalie Renaud,pharmacien_titulaire,formation,2024-03-08,2024-03-10,2,Formation professionnelle,pending,,,medium,True,7
7f0f3411-ee9c-4809-adf8-79d20874c7b8,EMP59767,Pascale Delorme,pharmacien_adjoint,formation,2024-02-11,2024-02-14,3,Maladie,approved,approved,Justificatif requis,medium,True,32
6eca264e-6d4f-436c-b34e-defa1db43fab,EMP72160,Irène Bernard,pharmacien_titulaire,maladie,2024-05-19,2024-05-28,9,Congé maladie,approved,approved,Conflit avec autre absence,medium,False,17
47fd9643-9386-4aac-a14c-065c81daf384,EMP80460,Christian Michel,pharmacien_adjoint,maladie,2024-05-17,2024-05-19,2,Congé maladie,refused,refused,Accord manager,high,False,23
fa0d939a-328a-4720-aeec-64cdcbacc4a3,EMP97823,Stéphanie Gaillard,pharmacien_adjoint,formation,2024-09-10,2024-09-15,5,Besoin de repos,approved,approved,Conflit avec autre absence,low,False,2
293ca0e5-10a7-49c8-a0eb-b75be6a48bbe,EMP76785,Sophie Leroy,employé_rayon,maladie,2024-12-28,2025-01-03,6,Congé maladie,pending,,,low,False,44
732d956f-5926-4871-a608-205b8ec6537d,EMP67420,Michèle Maillard,pharmacien_adjoint,maternité,2024-08-25,2024-09-07,13,Événement familial,approved,refused,Conflit avec autre absence,low,True,3
f106e5f1-d0c7-4a15-a1c6-195bcaa1bcc6,EMP82491,Catherine Bernard,pharmacien_adjoint,événement_familial,2024-06-29,2024-07-14,15,Formation professionnelle,pending,,,medium,False,3
8215ea68-49aa-4ed1-ab53-0faa028f2f75,EMP94289,Laurent Laurent,employé_rayon,RTT,2024-03-04,2024-03-15,11,Événement familial,approved,approved,Conflit avec autre absence,high,True,29
d5e8b740-c474-4483-a8a6-5e62b26ccce8,EMP68832,Catherine Girard,stagiaire,congé_payé,2024-03-14,2024-03-21,7,Besoin de repos,approved,refused,Raison médicale insuffisante,medium,False,28
21db22e5-99d9-48f1-81b1-ce4392391da5,EMP43866,Françoise Delacroix,préparateur,maternité,2024-06-08,2024-06-20,12,Besoin de repos,approved,approved,Accord manager,low,True,15
a8f3d71c-0b18-4690-96ca-6fd690d9b4d6,EMP39936,André Girard,pharmacien_adjoint,RTT,2024-05-30,2024-06-09,10,Besoin de repos,approved,refused,Accord manager,low,False,12
a984b401-e102-42f2-997e-c28f76e131ca,EMP33562,Georges Poirier,employé_rayon,maternité,2024-07-12,2024-07-16,4,Raison personnelle,refused,refused,Conflit avec autre absence,high,True,45
ed0655ab-71ea-441a-9d1e-6e84c3128b53,EMP62383,Jacques Girard,employé_rayon,congé_payé,2024-07-26,2024-07-29,3,Formation professionnelle,approved,refused,Couverture disponible,medium,False,19
63e78567-4bb2-41e7-a4a5-f6c7aa4228b1,EMP95454,Jacques Lefevre,préparateur,événement_familial,2024-12-22,2024-12-23,1,Maternité,pending,,,high,True,12
52300306-829b-44b6-a1f9-964258d3c38d,EMP16526,Michel Dubois,préparateur,maternité,2024-12-19,2024-12-28,9,Événement familial,approved,refused,Couverture disponible,medium,True,6
88f80208-9742-49a6-bedf-168fbb568caa,EMP57584,Jacques Benoit,employé_rayon,maladie,2024-11-03,2024-11-12,9,Congé maladie,approved,approved,Conflit avec autre absence,high,True,13
dfeb448d-48fa-428e-ab9d-702ce2d0fa62,EMP13191,René Simon,préparateur,maladie,2024-04-16,2024-04-26,10,Congé maladie,pending,,,low,True,9
4876ef18-8737-47cf-96ab-c8508837d010,EMP67544,Marc Benoit,préparateur,maladie,2024-02-27,2024-03-07,9,Congé maladie,approved,approved,Couverture disponible,high,True,18
5441fa59-09ce-4d0f-8f9a-6cc049cfc526,EMP73974,Pierre Girard,préparateur,événement_familial,2024-01-05,2024-01-10,5,Besoin de repos,pending,,,high,True,41
c552fa94-7be0-496d-99f9-a2105dbdf27c,EMP10250,Claire Leroy,pharmacien_adjoint,congé_payé,2024-06-06,2024-06-10,4,Maladie,approved,approved,Accord manager,high,False,34
bdc22231-9543-4f37-a832-b2723808a6f2,EMP84521,Cécile Leclerc,préparateur,événement_familial,2024-02-16,2024-02-29,13,Maternité,refused,approved,Raison médicale insuffisante,medium,True,7
4ee0cdd7-1ef1-4339-b819-e7f6e23a040c,EMP40282,René Arnould,pharmacien_titulaire,congé_payé,2024-08-19,2024-08-23,4,Formation professionnelle,refused,approved,Couverture disponible,high,True,15
b1ac5060-2273-4f3d-bd36-6ff6492ec053,EMP70018,Pierre Rousseau,préparateur,formation,2024-08-03,2024-08-09,6,Besoin de repos,approved,refused,Couverture disponible,low,True,40
74029cc0-a9c1-4570-8ab8-a9fdaeeb9945,EMP35306,Pierre Poirier,préparateur,congé_payé,2024-05-12,2024-05-18,6,Maternité,approved,refused,Couverture disponible,high,True,22
b507fb4a-d118-4424-be3f-48b9cf763b1f,EMP70018,Pierre Rousseau,préparateur,RTT,2024-11-30,2024-12-09,9,Raison personnelle,approved,refused,Raison médicale insuffisante,low,True,48
599fad73-2703-41d7-afd9-770a7185157f,EMP21198,Stéphanie Blanc,préparateur,RTT,2024-12-06,2024-12-14,8,Maladie,approved,refused,Accord manager,low,True,38
e8071082-e485-4c21-bfc6-c8b1e7655715,EMP89129,Thérèse Michel,pharmacien_adjoint,RTT,2024-04-27,2024-05-09,12,Formation professionnelle,approved,approved,Justificatif requis,medium,True,33
9d89d6c1-fef5-4556-bf3a-5d43f07592e6,EMP86970,Christiane Gaillard,pharmacien_titulaire,maladie,2024-08-01,2024-08-07,6,Congé maladie,approved,refused,Justificatif requis,medium,False,21
9bcdc3ac-a12f-4d54-be6e-000d461b094f,EMP14811,Alain Fournier,préparateur,événement_familial,2024-01-24,2024-02-08,15,Raison personnelle,approved,approved,Raison médicale insuffisante,low,False,28
d402ec18-e766-4f1a-b47d-1e97facdd90c,EMP92426,Luc Fournier,préparateur,formation,2024-07-28,2024-08-02,5,Formation professionnelle,approved,refused,Conflit avec autre absence,medium,True,29
69833d61-9722-4043-b639-fc079ea19191,EMP18133,Jean-Paul Blanc,stagiaire,RTT,2024-03-23,2024-03-28,5,Raison personnelle,pending,,,medium,False,4
ee434161-ce98-4c92-af63-8892181f99ad,EMP91413,Alain Simon,préparateur,formation,2024-04-07,2024-04-09,2,Raison personnelle,pending,,,low,True,35
9c2cac6f-9f77-4267-a61a-b0dc71627ae0,EMP54954,Laurent Moreau,pharmacien_adjoint,RTT,2024-06-13,2024-06-24,11,Besoin de repos,approved,refused,Justificatif requis,low,False,42
00e7b2c5-ec0d-48f8-87ac-31f4d78ec003,EMP80940,Marc Poirier,employé_rayon,maternité,2024-08-17,2024-08-29,12,Formation professionnelle,pending,,,low,False,20
2157dd1f-a562-4a68-9dc0-a3b60fcf7dd2,EMP15485,Michèle Bernier,préparateur,RTT,2024-03-23,2024-03-31,8,Raison personnelle,pending,,,low,True,38
8b06779b-979b-410c-9a39-1aa726433f00,EMP95514,Jean Bernard,préparateur,événement_familial,2024-05-25,2024-05-31,6,Formation professionnelle,pending,,,medium,False,33
171f5da1-90a3-42f2-b7ea-a428de73f01c,EMP62383,Jacques Girard,employé_rayon,événement_familial,2024-03-21,2024-04-01,11,Formation professionnelle,refused,approved,Accord manager,high,False,40
47fe0cc7-cf1b-4ae0-89ad-5ada18d17deb,EMP57584,Jacques Benoit,employé_rayon,RTT,2024-06-06,2024-06-08,2,Raison personnelle,approved,refused,Conflit avec autre absence,low,True,22
56ea0ec1-029a-4403-b890-ab2b7b6e16b0,EMP87177,Paul Michel,préparateur,congé_payé,2024-03-01,2024-03-11,10,Maladie,pending,,,medium,False,7
f41c4670-fa48-49ad-b19b-27675b716ce0,EMP18030,Catherine Arnould,préparateur,congé_payé,2024-04-15,2024-04-29,14,Événement familial,approved,refused,Couverture disponible,high,True,22
807b1869-cd1b-4c5f-a472-52b6aef20b9d,EMP32915,Nathalie Leclerc,pharmacien_titulaire,maladie,2024-02-28,2024-03-06,7,Congé maladie,pending,,,high,True,30
1bfe4b33-a07c-4520-a4db-6816574f327d,EMP46169,Monique Delorme,employé_rayon,congé_payé,2024-11-17,2024-11-27,10,Formation professionnelle,pending,,,low,False,22
699600c0-4421-4f31-a462-01f97c91a4c3,EMP10482,Thérèse Fournier,préparateur,maladie,2024-02-03,2024-02-15,12,Congé maladie,pending,,,medium,False,10
66caba44-ad75-4184-b283-3d7b2d5a98df,EMP59767,Pascale Delorme,pharmacien_adjoint,formation,2024-01-02,2024-01-03,1,Besoin de repos,pending,,,medium,True,43
2c59653a-92ea-4936-bced-2fcba8c59ea8,EMP42121,Sophie Dubois,employé_rayon,maladie,2024-12-12,2024-12-20,8,Congé maladie,pending,,,high,False,12
25a11c43-0be7-48f3-b588-2e7084601a6d,EMP79692,Christian Delorme,pharmacien_adjoint,événement_familial,2024-12-02,2024-12-05,3,Formation professionnelle,approved,refused,Couverture disponible,high,False,34
7c875352-9179-4347-9635-8ed1a68bc890,EMP57584,Jacques Benoit,employé_rayon,congé_payé,2024-09-29,2024-10-09,10,Maladie,pending,,,medium,False,1
c009e6d8-c09a-43bc-b2d7-d30b99763c56,EMP38149,Valérie Simon,employé_rayon,congé_payé,2024-06-16,2024-06-30,14,Maladie,approved,approved,Conflit avec autre absence,medium,True,17
84d506cc-86c1-4331-8675-66605db97432,EMP63020,Thérèse Delacroix,pharmacien_adjoint,maladie,2024-05-12,2024-05-27,15,Congé maladie,pending,,,low,False,18
4cd5b05e-a435-4c51-9897-d6d7e0fad43f,EMP21198,Stéphanie Blanc,préparateur,maladie,2024-03-01,2024-03-03,2,Congé maladie,approved,approved,Accord manager,low,True,31
4dacb770-570a-447d-aed2-d15863e731f7,EMP25177,Danielle Moreau,employé_rayon,congé_payé,2024-09-17,2024-09-18,1,Besoin de repos,pending,,,high,True,12
ee9fc669-6cab-411a-8792-fd1bbb716a4e,EMP33083,Catherine Fontaine,pharmacien_titulaire,RTT,2024-05-21,2024-06-02,12,Formation professionnelle,refused,refused,Conflit avec autre absence,low,True,37
96c5aec5-6a62-4598-b967-82f929f4b796,EMP33278,Pierre Benoit,préparateur,formation,2024-08-24,2024-09-07,14,Maladie,pending,,,low,False,24
56883be9-4c73-4436-bf35-7fc52163c501,EMP89032,Philippe Leroy,préparateur,événement_familial,2024-01-06,2024-01-17,11,Raison personnelle,pending,,,medium,True,19
2c06be06-0048-451a-9154-78d01c4d1501,EMP28835,Philippe Fabre,pharmacien_adjoint,maternité,2024-03-11,2024-03-20,9,Besoin de repos,approved,refused,Accord manager,medium,True,27
4b356095-ab6c-4584-956e-c2715a2784c4,EMP94962,Jacques Blanc,préparateur,formation,2024-10-01,2024-10-03,2,Maladie,approved,refused,Raison médicale insuffisante,low,True,23
2feffe8b-2c66-4951-8fba-5b7d0d6ebbc4,EMP55780,Marie Gaillard,pharmacien_adjoint,RTT,2024-02-13,2024-02-19,6,Besoin de repos,approved,refused,Conflit avec autre absence,low,True,3
a13839b1-d724-484f-a676-2db5f6b8f75a,EMP23520,Nathalie Bernard,stagiaire,maternité,2024-03-27,2024-04-03,7,Raison personnelle,approved,approved,Raison médicale insuffisante,low,True,20
550d1550-af70-46b9-b723-5a2f74b95087,EMP92211,Irène Maillard,pharmacien_adjoint,RTT,2024-02-24,2024-03-07,12,Maternité,pending,,,high,True,46
1a309a06-c9f1-437d-9801-429927a28f2c,EMP93016,Daniel Blanc,pharmacien_titulaire,maladie,2024-02-15,2024-02-19,4,Congé maladie,refused,refused,Accord manager,high,True,4
7a1e6cdd-3e60-486e-bd1d-1aae94d33915,EMP30635,Marc Martin,pharmacien_titulaire,RTT,2024-01-07,2024-01-11,4,Besoin de repos,pending,,,high,False,44
